Age,Weight,Height,Activity Level,Gender,Basic Metabolic Rate,BMI,Diet Breakfast,Diet Lunch,Diet Dinner,Snacks
40,104.5,190.4,Moderately Active,Female,1874.0,28.8,Oatmeal_350_Calories,Salad_300_Calories,Beef Stew_750_Calories,Fruit_120_Calories
74,101.3,180.6,Sedentary,Female,1610.75,31.1,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Fruit_120_Calories
32,73.8,153.4,Moderately Active,Female,1375.75,31.4,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Nuts_250_Calories
63,115.0,161.6,Extremely Active,Male,1850.0,44.0,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
51,59.6,174.7,Moderately Active,Other,1271.875,19.5,Smoothie_300_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
80,88.1,166.6,Sedentary,Other,1361.25,31.7,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
22,81.6,168.4,Sedentary,Female,1597.5,28.8,Eggs & Toast_450_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
23,112.3,152.7,Lightly Active,Female,1801.375,48.2,Smoothie_300_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Nuts_250_Calories
79,95.0,186.6,Very Active,Male,1726.25,27.3,Eggs & Toast_450_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
30,77.0,168.9,Very Active,Male,1680.625,27.0,Oatmeal_350_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
59,56.6,192.9,Moderately Active,Other,1315.625,15.2,Oatmeal_350_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
30,70.2,195.7,Extremely Active,Female,1614.125,18.3,Smoothie_300_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
18,85.6,170.0,Moderately Active,Female,1667.5,29.6,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
23,77.7,179.4,Lightly Active,Female,1622.25,24.1,Smoothie_300_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
40,116.4,169.9,Moderately Active,Male,2030.875,40.3,Oatmeal_350_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
59,91.8,176.3,Very Active,Female,1563.875,29.5,Smoothie_300_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Chips_300_Calories
51,99.5,162.4,Very Active,Other,1594.0,37.7,Eggs & Toast_450_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
67,91.7,184.8,Lightly Active,Male,1742.0,26.9,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
69,78.4,174.1,Sedentary,Female,1366.125,25.9,Oatmeal_350_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
19,54.3,175.1,Sedentary,Male,1547.375,17.7,Oatmeal_350_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Fruit_120_Calories
28,52.2,163.0,Moderately Active,Male,1405.75,19.6,Smoothie_300_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Nuts_250_Calories
24,95.8,187.5,Very Active,Male,2014.875,27.2,Smoothie_300_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Nuts_250_Calories
76,98.6,183.1,Moderately Active,Male,1755.375,29.4,Eggs & Toast_450_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
34,62.6,193.5,Extremely Active,Female,1504.375,16.7,Yogurt & Fruit_400_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
25,94.3,188.5,Sedentary,Male,2001.125,26.5,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
45,50.8,195.3,Sedentary,Other,1342.625,13.3,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
56,81.1,187.6,Moderately Active,Female,1542.5,23.0,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Nuts_250_Calories
61,69.5,198.4,Very Active,Other,1469.0,17.7,Oatmeal_350_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
38,111.8,153.4,Moderately Active,Male,1891.75,47.5,Eggs & Toast_450_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
59,71.6,196.3,Very Active,Female,1486.875,18.6,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
36,77.4,154.3,Very Active,Male,1563.375,32.5,Oatmeal_350_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
69,61.2,177.4,Very Active,Female,1214.75,19.4,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
60,59.1,189.5,Moderately Active,Male,1480.375,16.5,Eggs & Toast_450_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
24,73.9,164.4,Lightly Active,Male,1651.5,27.3,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
56,102.5,175.0,Extremely Active,Other,1677.75,33.5,Oatmeal_350_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
52,54.8,182.1,Moderately Active,Other,1265.125,16.5,Smoothie_300_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Fruit_120_Calories
67,54.2,183.7,Very Active,Female,1194.125,16.1,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
28,106.8,194.9,Moderately Active,Male,2151.125,28.1,Eggs & Toast_450_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
57,86.7,184.7,Extremely Active,Female,1575.375,25.4,Eggs & Toast_450_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
58,110.2,159.4,Moderately Active,Male,1813.25,43.4,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
58,92.9,152.4,Sedentary,Male,1596.5,40.0,Oatmeal_350_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Chips_300_Calories
45,55.5,180.6,Lightly Active,Female,1297.75,17.0,Eggs & Toast_450_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
48,62.2,181.0,Sedentary,Female,1352.25,19.0,Eggs & Toast_450_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
77,80.9,195.3,Sedentary,Male,1649.625,21.2,Oatmeal_350_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Chips_300_Calories
54,63.2,159.2,Moderately Active,Male,1362.0,24.9,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
52,110.6,191.7,Extremely Active,Female,1883.125,30.1,Yogurt & Fruit_400_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
77,118.7,179.1,Extremely Active,Other,1760.375,37.0,Smoothie_300_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
43,93.3,184.7,Very Active,Male,1877.375,27.3,Smoothie_300_Calories,Salad_300_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
45,95.4,159.6,Sedentary,Female,1565.5,37.5,Eggs & Toast_450_Calories,Salad_300_Calories,Beef Stew_750_Calories,Chips_300_Calories
74,112.2,181.6,Lightly Active,Other,1726.0,34.0,Smoothie_300_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
76,97.4,181.1,Sedentary,Female,1564.875,29.7,Smoothie_300_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
49,77.0,183.2,Sedentary,Male,1675.0,22.9,Yogurt & Fruit_400_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
66,66.8,169.3,Extremely Active,Female,1235.125,23.3,Eggs & Toast_450_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Nuts_250_Calories
61,78.7,164.8,Very Active,Other,1351.0,29.0,Smoothie_300_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
80,117.7,153.0,Extremely Active,Female,1572.25,50.3,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
21,55.6,156.6,Moderately Active,Other,1268.75,22.7,Oatmeal_350_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
18,57.2,163.2,Moderately Active,Female,1341.0,21.5,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
55,96.4,161.8,Very Active,Other,1539.25,36.8,Eggs & Toast_450_Calories,Salad_300_Calories,Beef Stew_750_Calories,Fruit_120_Calories
73,92.3,167.4,Sedentary,Male,1609.25,32.9,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
57,101.6,152.0,Very Active,Male,1686.0,44.0,Oatmeal_350_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
30,113.1,180.4,Sedentary,Other,1947.5,34.8,Smoothie_300_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
38,86.0,187.2,Extremely Active,Female,1679.0,24.5,Eggs & Toast_450_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
29,74.5,173.9,Extremely Active,Other,1525.875,24.6,Smoothie_300_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
30,86.4,169.0,Moderately Active,Female,1609.25,30.3,Smoothie_300_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
74,62.2,168.8,Sedentary,Male,1312.0,21.8,Yogurt & Fruit_400_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
68,113.0,185.9,Lightly Active,Male,1956.875,32.7,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
45,97.8,161.7,Moderately Active,Other,1602.625,37.4,Smoothie_300_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
65,110.9,171.0,Sedentary,Male,1857.75,37.9,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
75,71.2,158.1,Moderately Active,Other,1164.125,28.5,Smoothie_300_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
39,112.6,178.6,Very Active,Female,1886.25,35.3,Oatmeal_350_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
62,60.6,163.1,Sedentary,Female,1154.375,22.8,Oatmeal_350_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
30,75.9,171.4,Moderately Active,Male,1685.25,25.8,Eggs & Toast_450_Calories,Salad_300_Calories,Beef Stew_750_Calories,Chips_300_Calories
65,55.0,180.2,Very Active,Male,1356.25,16.9,Eggs & Toast_450_Calories,Salad_300_Calories,Beef Stew_750_Calories,Nuts_250_Calories
35,92.8,195.2,Extremely Active,Other,1812.0,24.4,Oatmeal_350_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
57,67.0,185.0,Moderately Active,Female,1380.25,19.6,Smoothie_300_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
49,66.4,181.5,Moderately Active,Female,1392.375,20.2,Eggs & Toast_450_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
65,119.5,175.3,Moderately Active,Female,1804.625,38.9,Eggs & Toast_450_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
47,66.8,158.5,Moderately Active,Other,1262.625,26.6,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
73,85.9,194.4,Moderately Active,Female,1548.0,22.7,Oatmeal_350_Calories,Salad_300_Calories,Beef Stew_750_Calories,Chips_300_Calories
19,93.2,189.6,Extremely Active,Male,2027.0,25.9,Smoothie_300_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
55,117.8,187.9,Moderately Active,Male,2082.375,33.4,Oatmeal_350_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
18,116.1,173.1,Moderately Active,Male,2157.875,38.7,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
41,78.8,163.1,Lightly Active,Female,1441.375,29.6,Eggs & Toast_450_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Fruit_120_Calories
31,57.8,151.5,Extremely Active,Other,1208.875,25.2,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
26,63.6,165.7,Sedentary,Female,1380.625,23.2,Smoothie_300_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
38,50.7,163.3,Extremely Active,Female,1176.625,19.0,Oatmeal_350_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
71,50.1,195.3,Very Active,Other,1205.625,13.1,Smoothie_300_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
36,104.4,168.3,Lightly Active,Male,1920.875,36.9,Eggs & Toast_450_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
34,75.0,191.0,Lightly Active,Male,1778.75,20.6,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
31,95.4,151.0,Lightly Active,Other,1581.75,41.8,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Chips_300_Calories
26,89.4,199.0,Lightly Active,Other,1846.75,22.6,Smoothie_300_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
24,111.5,165.5,Extremely Active,Other,1868.375,40.7,Eggs & Toast_450_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
45,90.3,166.5,Lightly Active,Other,1557.625,32.6,Oatmeal_350_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
55,57.7,176.5,Extremely Active,Other,1244.125,18.5,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
53,111.6,175.6,Lightly Active,Male,1953.5,36.2,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
58,100.6,152.6,Very Active,Other,1508.75,43.2,Smoothie_300_Calories,Salad_300_Calories,Beef Stew_750_Calories,Nuts_250_Calories
44,71.5,167.9,Sedentary,Male,1549.375,25.4,Smoothie_300_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Nuts_250_Calories
48,102.9,154.7,Sedentary,Male,1760.875,43.0,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
30,77.5,163.8,Extremely Active,Male,1653.75,28.9,Smoothie_300_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
75,110.3,158.8,Moderately Active,Female,1559.5,43.7,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
63,84.7,151.5,Moderately Active,Female,1317.875,36.9,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Chips_300_Calories
34,92.4,187.7,Moderately Active,Other,1766.125,26.2,Eggs & Toast_450_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
76,55.2,182.8,Lightly Active,Female,1153.5,16.5,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
41,108.4,184.6,Extremely Active,Female,1871.75,31.8,Oatmeal_350_Calories,Salad_300_Calories,Beef Stew_750_Calories,Nuts_250_Calories
80,84.4,191.0,Lightly Active,Male,1642.75,23.1,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
68,59.7,191.5,Sedentary,Female,1292.875,16.3,Eggs & Toast_450_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
60,53.5,185.5,Sedentary,Male,1399.375,15.5,Oatmeal_350_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
26,75.3,151.5,Sedentary,Male,1574.875,32.8,Oatmeal_350_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
73,117.7,178.0,Sedentary,Male,1929.5,37.1,Smoothie_300_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
72,108.7,187.9,Sedentary,Female,1740.375,30.8,Eggs & Toast_450_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
34,92.9,180.6,Very Active,Other,1726.75,28.5,Smoothie_300_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
71,83.8,168.1,Moderately Active,Female,1372.625,29.7,Eggs & Toast_450_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
79,117.3,159.1,Sedentary,Other,1611.375,46.3,Smoothie_300_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Nuts_250_Calories
36,116.9,194.3,Sedentary,Female,2042.375,31.0,Oatmeal_350_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
28,85.9,170.1,Very Active,Female,1621.125,29.7,Smoothie_300_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
33,60.7,161.2,Extremely Active,Other,1288.5,23.4,Eggs & Toast_450_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
56,87.3,196.5,Very Active,Female,1660.125,22.6,Oatmeal_350_Calories,Salad_300_Calories,Beef Stew_750_Calories,Fruit_120_Calories
79,76.4,155.5,Extremely Active,Male,1345.875,31.6,Eggs & Toast_450_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
42,101.3,152.7,Moderately Active,Female,1596.375,43.4,Oatmeal_350_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
54,79.0,193.3,Lightly Active,Other,1567.125,21.1,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
65,51.5,179.7,Sedentary,Other,1152.125,15.9,Oatmeal_350_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
18,107.0,159.5,Extremely Active,Other,1815.875,42.1,Oatmeal_350_Calories,Salad_300_Calories,Beef Stew_750_Calories,Nuts_250_Calories
21,105.3,164.2,Very Active,Male,1979.25,39.1,Smoothie_300_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
44,94.7,191.4,Sedentary,Other,1762.25,25.9,Smoothie_300_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Nuts_250_Calories
38,107.3,196.5,Very Active,Female,1950.125,27.8,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Chips_300_Calories
65,52.9,178.9,Moderately Active,Male,1327.125,16.5,Yogurt & Fruit_400_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
65,102.9,169.5,Sedentary,Other,1602.375,35.8,Oatmeal_350_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
80,81.8,181.8,Extremely Active,Male,1559.25,24.7,Smoothie_300_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
51,59.5,185.7,Extremely Active,Female,1339.625,17.3,Smoothie_300_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
42,56.6,194.9,Very Active,Female,1413.125,14.9,Smoothie_300_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
36,98.2,165.2,Moderately Active,Other,1673.5,36.0,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
58,95.4,198.3,Very Active,Other,1742.375,24.3,Oatmeal_350_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Nuts_250_Calories
27,56.8,150.8,Moderately Active,Male,1380.5,25.0,Smoothie_300_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
26,88.0,183.7,Moderately Active,Male,1903.125,26.1,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
25,115.1,177.8,Moderately Active,Female,1976.25,36.4,Eggs & Toast_450_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
46,105.7,156.9,Sedentary,Other,1646.625,42.9,Oatmeal_350_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Chips_300_Calories
65,117.4,186.5,Lightly Active,Male,2019.625,33.8,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Chips_300_Calories
59,106.1,150.2,Extremely Active,Male,1709.75,47.0,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
37,95.9,157.8,Extremely Active,Male,1765.25,38.5,Oatmeal_350_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Chips_300_Calories
40,113.8,170.5,Very Active,Female,1842.625,39.1,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
21,97.1,154.2,Moderately Active,Other,1668.75,40.8,Eggs & Toast_450_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
73,85.0,196.2,Lightly Active,Other,1550.25,22.1,Yogurt & Fruit_400_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
32,56.5,150.9,Extremely Active,Other,1187.125,24.8,Oatmeal_350_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
73,79.1,195.5,Sedentary,Male,1652.875,20.7,Yogurt & Fruit_400_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
20,63.1,170.6,Lightly Active,Female,1436.25,21.7,Smoothie_300_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
41,111.1,169.2,Sedentary,Other,1802.5,38.8,Oatmeal_350_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
61,80.0,157.4,Extremely Active,Female,1317.75,32.3,Oatmeal_350_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
42,83.6,194.1,Very Active,Other,1678.125,22.2,Smoothie_300_Calories,Salad_300_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
38,103.5,168.7,Lightly Active,Female,1738.375,36.4,Yogurt & Fruit_400_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
53,109.9,173.7,Extremely Active,Male,1924.625,36.4,Eggs & Toast_450_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
76,77.1,198.1,Moderately Active,Female,1468.125,19.6,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
64,77.4,152.6,Sedentary,Female,1246.75,33.2,Smoothie_300_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
50,59.8,185.6,Extremely Active,Male,1513.0,17.4,Smoothie_300_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
52,82.0,169.9,Moderately Active,Male,1626.875,28.4,Smoothie_300_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
60,68.9,196.2,Sedentary,Other,1454.25,17.9,Oatmeal_350_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
46,61.6,197.6,Very Active,Female,1460.0,15.8,Oatmeal_350_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Chips_300_Calories
55,85.0,194.8,Moderately Active,Female,1631.5,22.4,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
54,77.7,154.9,Extremely Active,Other,1314.125,32.4,Eggs & Toast_450_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
36,98.7,176.4,Extremely Active,Female,1748.5,31.7,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
73,94.4,155.6,Lightly Active,Male,1556.5,39.0,Eggs & Toast_450_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
60,70.1,151.7,Sedentary,Male,1354.125,30.5,Oatmeal_350_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
53,112.3,171.1,Lightly Active,Female,1766.375,38.4,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
57,91.4,150.4,Lightly Active,Male,1574.0,40.4,Smoothie_300_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
53,69.4,170.7,Extremely Active,Male,1500.875,23.8,Smoothie_300_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
19,56.9,159.1,Moderately Active,Male,1473.375,22.5,Eggs & Toast_450_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
47,104.1,189.9,Sedentary,Male,1997.875,28.9,Eggs & Toast_450_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
38,81.3,192.7,Sedentary,Male,1832.375,21.9,Yogurt & Fruit_400_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Chips_300_Calories
55,115.0,161.7,Sedentary,Other,1724.625,44.0,Eggs & Toast_450_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
53,119.4,163.3,Very Active,Female,1788.625,44.8,Eggs & Toast_450_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
